simulation_id,seed,scenario_id,frequency_scenario,tail_type,inflation_scenario,structural_break,clause_type,model,basis,observed_paid,true_reserve,true_ultimate,estimated_reserve,selected_alpha,runtime_seconds,success_or_failure,failure_category,failure_reason,pipeline_reconciliation_passed,model_reconciliation_passed,signed_error,absolute_error,percentage_error,absolute_percentage_error,normalised_error,selected_power
1,20260817,short_shock_no_break,constant,short,shock,False,none,regularized_tweedie,gross,1476117978.9648635,171459997.05742964,1647577976.022293,163224428.8589744,0.0001,5.756675599997834,success,,,True,True,-8235568.198455244,8235568.198455244,-4.803200944705944,4.803200944705944,-0.04803200944705944,1.1
1,20260817,short_shock_no_break,constant,short,shock,False,none,regularized_tweedie,ceded,268823078.6466661,92301960.7631166,361125039.40978265,83072998.00324863,0.01,5.433019200001581,success,,,True,True,-9228962.759867966,9228962.759867966,-9.998663824220529,9.998663824220529,-0.09998663824220529,1.1
1,20260817,long_stable_no_break,constant,long,stable,False,none,regularized_poisson,gross,1067805689.306119,753698005.0920122,1821503694.3981314,699251197.4617238,0.001,1.5669106999994256,success,,,True,True,-54446807.63028836,54446807.63028836,-7.223955385637705,7.223955385637705,-0.07223955385637705,
1,20260817,long_stable_no_break,constant,long,stable,False,none,regularized_poisson,ceded,139213657.60900772,301848095.26935834,441061752.87836605,420603929.4604051,0.1,1.2456225999994786,success,,,True,True,118755834.19104677,118755834.19104677,39.34291322430687,39.34291322430687,0.3934291322430687,
1,20260817,long_stable_no_break,constant,long,stable,False,none,regularized_tweedie,gross,1067805689.306119,753698005.0920122,1821503694.3981314,706039413.8007666,0.0001,6.271599200001219,success,,,True,True,-47658591.29124558,47658591.29124558,-6.323300707878002,6.323300707878002,-0.06323300707878002,1.9
1,20260817,long_stable_no_break,constant,long,stable,False,none,regularized_tweedie,ceded,139213657.60900772,301848095.26935834,441061752.87836605,426848134.51950693,0.1,6.033224400001927,success,,,True,True,125000039.2501486,125000039.2501486,41.411571319873026,41.411571319873026,0.41411571319873025,1.1
1,20260817,long_emerging_no_break,constant,long,emerging,False,none,regularized_poisson,gross,1091821203.1428115,880522805.4172087,1972344008.5600202,745013643.8516877,0.001,1.760364000001573,success,,,True,True,-135509161.565521,135509161.565521,-15.38962542841967,15.38962542841967,-0.1538962542841967,
1,20260817,long_emerging_no_break,constant,long,emerging,False,none,regularized_poisson,ceded,147306215.2953986,408650367.9529617,555956583.2483603,615682500.2635353,0.1,1.3889988000009907,success,,,True,True,207032132.31057358,207032132.31057358,50.66241181860488,50.66241181860488,0.5066241181860488,
1,20260817,long_emerging_no_break,constant,long,emerging,False,none,regularized_tweedie,gross,1091821203.1428115,880522805.4172087,1972344008.5600202,796838025.7192748,0.0001,6.801682400000573,success,,,True,True,-83684779.69793391,83684779.69793391,-9.503987765346118,9.503987765346118,-0.09503987765346117,1.7
1,20260817,long_emerging_no_break,constant,long,emerging,False,none,regularized_tweedie,ceded,147306215.2953986,408650367.9529617,555956583.2483603,626130100.7777041,0.1,6.472836800003279,success,,,True,True,217479732.82474244,217479732.82474244,53.21902288113828,53.21902288113828,0.5321902288113828,1.1
1,20260817,long_shock_no_break,constant,long,shock,False,none,regularized_poisson,gross,1112765702.8961644,991396478.4184725,2104162181.3146372,904663124.4489541,0.0001,1.7412383999981103,success,,,True,True,-86733353.96951842,86733353.96951842,-8.748604202012094,8.748604202012094,-0.08748604202012095,
1,20260817,long_shock_no_break,constant,long,shock,False,none,regularized_poisson,ceded,154504925.8004606,499766947.86483264,654271873.6652933,681827143.2409579,0.1,1.3630963000032352,success,,,True,True,182060195.37612522,182060195.37612522,36.42901879645017,36.42901879645017,0.36429018796450174,
1,20260817,long_shock_no_break,constant,long,shock,False,none,regularized_tweedie,gross,1112765702.8961644,991396478.4184725,2104162181.3146372,921163553.5356735,0.0001,6.773386600001686,success,,,True,True,-70232924.88279903,70232924.88279903,-7.084241916497248,7.084241916497248,-0.07084241916497248,1.5
1,20260817,long_shock_no_break,constant,long,shock,False,none,regularized_tweedie,ceded,154504925.8004606,499766947.86483264,654271873.6652933,348230469.7126006,1.0,6.5165994000017236,success,,,True,True,-151536478.15223205,151536478.15223205,-30.321428577789167,30.321428577789167,-0.30321428577789167,1.9
1,20260817,long_stable_break,constant,long,stable,True,none,regularized_poisson,gross,1168823294.6507585,602481291.9983402,1771304586.6490989,813980921.2203312,0.001,1.6323390999968979,success,,,True,True,211499629.22199094,211499629.22199094,35.10476292475047,35.10476292475047,0.35104762924750466,
1,20260817,long_stable_break,constant,long,stable,True,none,regularized_poisson,ceded,174053013.37012684,231211775.9309288,405264789.30105567,588266143.99245,0.1,1.3406373999969219,success,,,True,True,357054368.0615212,357054368.0615212,154.42741470407893,154.42741470407893,1.5442741470407892,
1,20260817,long_stable_break,constant,long,stable,True,none,regularized_tweedie,gross,1168823294.6507585,602481291.9983402,1771304586.6490989,816251579.06281,0.001,6.606424999998126,success,,,True,True,213770287.0644697,213770287.0644697,35.481647298196705,35.481647298196705,0.35481647298196706,1.3
1,20260817,long_stable_break,constant,long,stable,True,none,regularized_tweedie,ceded,174053013.37012684,231211775.9309288,405264789.30105567,586314935.9379452,0.1,6.433394499999849,success,,,True,True,355103160.0070164,355103160.0070164,153.58350956704663,153.58350956704663,1.5358350956704663,1.1
1,20260817,long_emerging_break,constant,long,emerging,True,none,regularized_poisson,gross,1196839392.5865352,690279196.5937967,1887118589.180332,851544038.3274052,0.01,1.9032349999979488,success,,,True,True,161264841.73360848,161264841.73360848,23.36226305665514,23.36226305665514,0.23362263056655141,
1,20260817,long_emerging_break,constant,long,emerging,True,none,regularized_poisson,ceded,185149937.41419947,305729466.5237079,490879403.93790746,841573976.0413427,0.1,1.438473600002908,success,,,True,True,535844509.5176348,535844509.5176348,175.26753819657827,175.26753819657827,1.7526753819657828,
1,20260817,long_emerging_break,constant,long,emerging,True,none,regularized_tweedie,gross,1196839392.5865352,690279196.5937967,1887118589.180332,856646386.210529,0.001,7.2301664000005985,success,,,True,True,166367189.61673224,166367189.61673224,24.10143467131504,24.10143467131504,0.24101434671315042,1.3
1,20260817,long_emerging_break,constant,long,emerging,True,none,regularized_tweedie,ceded,185149937.41419947,305729466.5237079,490879403.93790746,834179064.6756868,0.1,6.844390599999315,success,,,True,True,528449598.1519789,528449598.1519789,172.84876206428734,172.84876206428734,1.7284876206428734,1.1
1,20260817,long_shock_break,constant,long,shock,True,none,regularized_poisson,gross,1221321986.2212884,776649688.4045899,1997971674.625878,1049641524.5250431,0.001,1.8654980000028445,success,,,True,True,272991836.12045324,272991836.12045324,35.14993184137353,35.14993184137353,0.3514993184137353,
1,20260817,long_shock_break,constant,long,shock,True,none,regularized_poisson,ceded,195081558.08736965,379285494.58321106,574367052.6705806,939547915.5077078,0.1,1.4870370999997249,success,,,True,True,560262420.9244968,560262420.9244968,147.7152247913297,147.7152247913297,1.4771522479132968,
1,20260817,long_shock_break,constant,long,shock,True,none,regularized_tweedie,gross,1221321986.2212884,776649688.4045899,1997971674.625878,1049820294.6931604,0.0001,7.201905300000362,success,,,True,True,273170606.2885705,273170606.2885705,35.17294996277193,35.17294996277193,0.3517294996277193,1.3
1,20260817,long_shock_break,constant,long,shock,True,none,regularized_tweedie,ceded,195081558.08736965,379285494.58321106,574367052.6705806,926619428.6312726,0.1,6.9091683000006014,success,,,True,True,547333934.0480615,547333934.0480615,144.30658220913915,144.30658220913915,1.4430658220913914,1.1
2,20260818,short_stable_no_break,constant,short,stable,False,none,regularized_poisson,gross,1560263867.5302718,107139513.3591665,1667403380.8894386,121798197.36219236,0.001,1.3740385999990394,success,,,True,True,14658684.00302586,14658684.00302586,13.681865395342221,13.681865395342221,0.13681865395342221,
2,20260818,short_stable_no_break,constant,short,stable,False,none,regularized_poisson,ceded,283940336.7788382,53582073.92585961,337522410.70469785,75673824.13197695,0.01,1.2028877000011562,success,,,True,True,22091750.20611734,22091750.20611734,41.22974082094178,41.22974082094178,0.4122974082094178,
2,20260818,short_stable_no_break,constant,short,stable,False,none,regularized_tweedie,gross,1560263867.5302718,107139513.3591665,1667403380.8894386,121796519.61809008,0.0001,5.558500499999354,success,,,True,True,14657006.258923575,14657006.258923575,13.680299451975783,13.680299451975783,0.13680299451975783,1.1
2,20260818,short_stable_no_break,constant,short,stable,False,none,regularized_tweedie,ceded,283940336.7788382,53582073.92585961,337522410.70469785,77102803.01476912,0.1,5.277385000001232,success,,,True,True,23520729.088909514,23520729.088909514,43.89663812090337,43.89663812090337,0.4389663812090337,1.9
2,20260818,short_emerging_no_break,constant,short,emerging,False,none,regularized_poisson,gross,1587794059.9479802,118893676.42537048,1706687736.3733506,143990957.3110722,0.001,1.426596299999801,success,,,True,True,25097280.885701716,25097280.885701716,21.10901238843873,21.10901238843873,0.21109012388438733,
2,20260818,short_emerging_no_break,constant,short,emerging,False,none,regularized_poisson,ceded,297659277.6447887,67858248.2673998,365517525.9121885,73563484.95576029,0.01,1.2254105000029085,success,,,True,True,5705236.688360482,5705236.688360482,8.407580263313944,8.407580263313944,0.08407580263313945,
2,20260818,short_emerging_no_break,constant,short,emerging,False,none,regularized_tweedie,gross,1587794059.9479802,118893676.42537048,1706687736.3733506,135613282.9442128,0.01,5.768779599999107,success,,,True,True,16719606.51884231,16719606.51884231,14.062654147411449,14.062654147411449,0.1406265414741145,1.1
2,20260818,short_emerging_no_break,constant,short,emerging,False,none,regularized_tweedie,ceded,297659277.6447887,67858248.2673998,365517525.9121885,76030753.59783211,0.1,5.428070199999638,success,,,True,True,8172505.330432311,8172505.330432311,12.043495874264284,12.043495874264284,0.12043495874264284,1.9
2,20260818,short_shock_no_break,constant,short,shock,False,none,regularized_poisson,gross,1610540784.9827435,133268769.08528441,1743809554.0680275,151142803.94609028,0.01,1.427854000001389,success,,,True,True,17874034.86080587,17874034.86080587,13.412020673326325,13.412020673326325,0.13412020673326325,
2,20260818,short_shock_no_break,constant,short,shock,False,none,regularized_poisson,ceded,309343730.8364114,85850689.8971627,395194420.73357415,95720077.63789794,0.1,1.2291994000006525,success,,,True,True,9869387.740735233,9869387.740735233,11.495991182548911,11.495991182548911,0.1149599118254891,
2,20260818,short_shock_no_break,constant,short,shock,False,none,regularized_tweedie,gross,1610540784.9827435,133268769.08528441,1743809554.0680275,151254772.4663556,0.01,5.7701018000007025,success,,,True,True,17986003.38107118,17986003.38107118,13.496037747269327,13.496037747269327,0.13496037747269327,1.1
2,20260818,short_shock_no_break,constant,short,shock,False,none,regularized_tweedie,ceded,309343730.8364114,85850689.8971627,395194420.73357415,91929915.7392011,0.1,5.406655700000556,success,,,True,True,6079225.842038393,6079225.842038393,7.081161315442505,7.081161315442505,0.07081161315442505,1.3
2,20260818,long_stable_no_break,constant,long,stable,False,none,regularized_poisson,gross,1196936352.7115633,749878049.581145,1946814402.2927084,744314788.0830761,0.0001,1.4725827000002027,success,,,True,True,-5563261.498068929,5563261.498068929,-0.7418888312808152,0.7418888312808152,-0.007418888312808152,
2,20260818,long_stable_no_break,constant,long,stable,False,none,regularized_poisson,ceded,171928813.22165173,326939886.65297246,498868699.8746242,505731086.7757188,0.1,1.3603708000009647,success,,,True,True,178791200.12274635,178791200.12274635,54.686261120694255,54.686261120694255,0.5468626112069426,
2,20260818,long_stable_no_break,constant,long,stable,False,none,regularized_tweedie,gross,1196936352.7115633,749878049.581145,1946814402.2927084,727244009.0846603,0.0001,6.131395500000508,success,,,True,True,-22634040.496484756,22634040.496484756,-3.0183628536836515,3.0183628536836515,-0.030183628536836513,1.9
2,20260818,long_stable_no_break,constant,long,stable,False,none,regularized_tweedie,ceded,171928813.22165173,326939886.65297246,498868699.8746242,511094145.37416744,0.1,6.4357834000002185,success,,,True,True,184154258.72119498,184154258.72119498,56.32664175866188,56.32664175866188,0.5632664175866188,1.1
2,20260818,long_emerging_no_break,constant,long,emerging,False,none,regularized_poisson,gross,1223254240.621545,873630936.4761838,2096885177.0977292,857315230.4584907,0.001,1.7049024999978428,success,,,True,True,-16315706.017693043,16315706.017693043,-1.8675742051332254,1.8675742051332254,-0.018675742051332253,
2,20260818,long_emerging_no_break,constant,long,emerging,False,none,regularized_poisson,ceded,180225149.73210642,435759123.7895667,615984273.5216732,729620233.6272182,0.1,1.4743250999999873,success,,,True,True,293861109.83765155,293861109.83765155,67.43659370390156,67.43659370390156,0.6743659370390156,
2,20260818,long_emerging_no_break,constant,long,emerging,False,none,regularized_tweedie,gross,1223254240.621545,873630936.4761838,2096885177.0977292,733085903.9448303,0.0001,6.564661500000511,success,,,True,True,-140545032.53135347,140545032.53135347,-16.087460581266274,16.087460581266274,-0.16087460581266275,1.9
2,20260818,long_emerging_no_break,constant,long,emerging,False,none,regularized_tweedie,ceded,180225149.73210642,435759123.7895667,615984273.5216732,363234869.0553394,1.0,6.8053169999984675,success,,,True,True,-72524254.7342273,72524254.7342273,-16.643198220044646,16.643198220044646,-0.16643198220044644,1.9
2,20260818,long_shock_no_break,constant,long,shock,False,none,regularized_poisson,gross,1245938880.1247735,983498757.6015201,2229437637.726294,986710604.8334496,0.001,1.6268467000008968,success,,,True,True,3211847.2319295406,3211847.2319295406,0.32657359321554635,0.32657359321554635,0.0032657359321554636,
2,20260818,long_shock_no_break,constant,long,shock,False,none,regularized_poisson,ceded,186952060.84313506,534015095.1365743,720967155.9797094,730911853.0217595,0.1,1.4193001999992703,success,,,True,True,196896757.88518518,196896757.88518518,36.87100976702332,36.87100976702332,0.36871009767023316,
2,20260818,long_shock_no_break,constant,long,shock,False,none,regularized_tweedie,gross,1245938880.1247735,983498757.6015201,2229437637.726294,843436757.9776886,0.0001,6.518192499999714,success,,,True,True,-140061999.6238315,140061999.6238315,-14.241197412938659,14.241197412938659,-0.14241197412938658,1.9
2,20260818,long_shock_no_break,constant,long,shock,False,none,regularized_tweedie,ceded,186952060.84313506,534015095.1365743,720967155.9797094,385836139.79689425,1.0,6.765716199999588,success,,,True,True,-148178955.33968008,148178955.33968008,-27.748083657032822,27.748083657032822,-0.27748083657032824,1.9
2,20260818,long_stable_break,constant,long,stable,True,none,regularized_poisson,gross,1309848529.1163619,584977012.7306271,1894825541.8469892,965537763.9180304,0.0001,1.5447442999975465,success,,,True,True,380560751.1874033,380560751.1874033,65.05567618990283,65.05567618990283,0.6505567618990282,
2,20260818,long_stable_break,constant,long,stable,True,none,regularized_poisson,ceded,203926973.7624354,256776491.65195692,460703465.41439235,582077166.7856137,0.1,1.4292299000007915,success,,,True,True,325300675.13365674,325300675.13365674,126.68631502862797,126.68631502862797,1.2668631502862797,
2,20260818,long_stable_break,constant,long,stable,True,none,regularized_tweedie,gross,1309848529.1163619,584977012.7306271,1894825541.8469892,921591323.9613054,0.0001,6.421904599999834,success,,,True,True,336614311.2306783,336614311.2306783,57.54316903144433,57.54316903144433,0.5754316903144433,1.9
2,20260818,long_stable_break,constant,long,stable,True,none,regularized_tweedie,ceded,203926973.7624354,256776491.65195692,460703465.41439235,578125951.2028222,0.1,6.63257750000048,success,,,True,True,321349459.5508653,321349459.5508653,125.14753881224946,125.14753881224946,1.2514753881224947,1.1
2,20260818,long_emerging_break,constant,long,emerging,True,none,regularized_poisson,gross,1340755716.6163971,668155030.1461856,2008910746.7625828,1025770646.1106167,0.01,1.7379064000015205,success,,,True,True,357615615.96443105,357615615.96443105,53.52285021130325,53.52285021130325,0.5352285021130325,
2,20260818,long_emerging_break,constant,long,emerging,True,none,regularized_poisson,ceded,215045826.75886703,332662627.84441507,547708454.603282,784820736.218461,0.1,1.5412166999994952,success,,,True,True,452158108.37404597,452158108.37404597,135.92092123600926,135.92092123600926,1.3592092123600925,
2,20260818,long_emerging_break,constant,long,emerging,True,none,regularized_tweedie,gross,1340755716.6163971,668155030.1461856,2008910746.7625828,858098862.6987842,0.0001,6.956057800001872,success,,,True,True,189943832.5525986,189943832.5525986,28.42810784662368,28.42810784662368,0.2842810784662368,1.9
2,20260818,long_emerging_break,constant,long,emerging,True,none,regularized_tweedie,ceded,215045826.75886703,332662627.84441507,547708454.603282,436882287.50225264,1.0,7.258850300000631,success,,,True,True,104219659.65783757,104219659.65783757,31.32893536408324,31.32893536408324,0.3132893536408324,1.9
2,20260818,long_shock_break,constant,long,shock,True,none,regularized_poisson,gross,1367468325.7963927,751561324.2684755,2119029650.0648682,1229675304.9850967,0.01,1.7035959999993793,success,,,True,True,478113980.71662116,478113980.71662116,63.616096954162515,63.616096954162515,0.6361609695416252,
2,20260818,long_shock_break,constant,long,shock,True,none,regularized_poisson,ceded,224096348.33782694,410910544.1490244,635006892.4868515,794323372.4720387,0.1,1.5633711000009498,success,,,True,True,383412828.3230143,383412828.3230143,93.30810167381892,93.30810167381892,0.9330810167381892,
2,20260818,long_shock_break,constant,long,shock,True,none,regularized_tweedie,gross,1367468325.7963927,751561324.2684755,2119029650.0648682,1097417115.782089,0.0001,6.884912299999996,success,,,True,True,345855791.51361346,345855791.51361346,46.018306204120954,46.018306204120954,0.4601830620412095,1.7
2,20260818,long_shock_break,constant,long,shock,True,none,regularized_tweedie,ceded,224096348.33782694,410910544.1490244,635006892.4868515,468064112.38432395,1.0,7.148656699999265,success,,,True,True,57153568.23529953,57153568.23529953,13.909005025330213,13.909005025330213,0.13909005025330212,1.9
