basis,accident_year,development_year,calendar_year,accident_year_centered,relative_log_inflation,structural_break_indicator,is_observed,incremental_paid,incremental_paid_scaled,predicted_incremental_paid_scaled,predicted_incremental_paid
ceded,2022,13,2034,12,0.3922071315328133,0,False,,,2.0710248401875457,2071024.8401875456
ceded,2022,14,2035,12,0.43142784468609463,0,False,,,2.178785741632568,2178785.741632568
ceded,2023,3,2025,13,0.03922071315328133,0,False,,,1.3248204029621253,1324820.4029621254
ceded,2023,4,2026,13,0.0784414263065627,0,False,,,1.440082730137421,1440082.730137421
ceded,2023,5,2027,13,0.11766213945984397,0,False,,,1.6253627775968433,1625362.7775968434
ceded,2023,6,2028,13,0.15688285261312518,0,False,,,1.7228141972520845,1722814.1972520845
ceded,2023,7,2029,13,0.19610356576640658,0,False,,,1.7697164660730578,1769716.4660730578
ceded,2023,8,2030,13,0.2353242789196879,0,False,,,1.8164667606065226,1816466.7606065227
ceded,2023,9,2031,13,0.2745449920729693,0,False,,,1.9045609897419893,1904560.9897419892
ceded,2023,10,2032,13,0.3137657052262504,0,False,,,2.098124251327291,2098124.2513272907
ceded,2023,11,2033,13,0.3529864183795318,0,False,,,1.9839680292999262,1983968.0292999262
ceded,2023,12,2034,13,0.3922071315328133,0,False,,,2.0192616349726387,2019261.6349726387
ceded,2023,13,2035,13,0.43142784468609463,0,False,,,2.067840001338533,2067840.0013385331
ceded,2023,14,2036,13,0.47064855783937587,0,False,,,2.175435187192575,2175435.187192575
ceded,2024,2,2025,14,0.03922071315328133,0,False,,,1.2086655783616032,1208665.5783616032
ceded,2024,3,2026,14,0.0784414263065627,0,False,,,1.3227830833677663,1322783.0833677663
ceded,2024,4,2027,14,0.11766213945984397,0,False,,,1.4378681591985623,1437868.1591985621
ceded,2024,5,2028,14,0.15688285261312518,0,False,,,1.6228632814935708,1622863.281493571
ceded,2024,6,2029,14,0.19610356576640658,0,False,,,1.7201648395628055,1720164.8395628056
ceded,2024,7,2030,14,0.2353242789196879,0,False,,,1.766994981693191,1766994.981693191
ceded,2024,8,2031,14,0.2745449920729693,0,False,,,1.8136733832433638,1813673.3832433638
ceded,2024,9,2032,14,0.3137657052262504,0,False,,,1.9016321403565344,1901632.1403565344
ceded,2024,10,2033,14,0.3529864183795318,0,False,,,2.094897738783348,2094897.738783348
ceded,2024,11,2034,14,0.3922071315328133,0,False,,,1.9809170671229877,1980917.0671229877
ceded,2024,12,2035,14,0.43142784468609463,0,False,,,2.0161563980017494,2016156.3980017493
ceded,2024,13,2036,14,0.47064855783937587,0,False,,,2.0646600601606138,2064660.0601606139
ceded,2024,14,2037,14,0.5098692709926572,0,False,,,2.1720897852624597,2172089.78526246
