scenario_id,simulation_id,payment_rows_compared,claims_compared,max_absolute_ceded_payment_difference,max_relative_ceded_payment_difference,nonmatching_payment_rows,nonmatching_claim_rows,nonmatching_attachment_or_exhaustion_flags,missing_step29_payment_rows,missing_baseline_payment_rows,missing_step29_claim_rows,missing_baseline_claim_rows,passed,max_absolute_frozen_step16_truth_difference,max_relative_frozen_step16_truth_difference,nonmatching_frozen_step16_truth_values
long_emerging_break,4,7280,728,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.5377501274416016e-16,0
long_shock_break,4,7280,728,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.4691234697175192e-16,0
short_stable_no_break,5,2948,737,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.802281205567488e-16,0
short_emerging_no_break,5,2948,737,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.745064263165613e-16,0
short_shock_no_break,5,2948,737,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.8285714854472251e-16,0
long_stable_no_break,5,7370,737,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_emerging_no_break,5,7370,737,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.1217294592117821e-16,0
long_shock_no_break,5,7370,737,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.621229121957997e-16,0
long_stable_break,5,7370,737,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.121167723261675e-16,0
long_emerging_break,5,7370,737,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.0611105300914522e-16,0
long_shock_break,5,7370,737,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,3.4991667937077154e-16,0
short_stable_no_break,6,2980,745,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.569129965744026e-16,0
short_emerging_no_break,6,2980,745,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
short_shock_no_break,6,2980,745,0.0,0.0,0,0,0,0,0,0,0,True,1.4901161193847656e-08,1.888986053590499e-16,0
long_stable_no_break,6,7450,745,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,3.563381207818842e-16,0
long_emerging_no_break,6,7450,745,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.5526738985827488e-16,0
long_shock_no_break,6,7450,745,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,3.6189982627757607e-16,0
long_stable_break,6,7450,745,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.5518441644257957e-16,0
long_emerging_break,6,7450,745,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.890294026982677e-16,0
long_shock_break,6,7450,745,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
short_stable_no_break,7,2812,703,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,2.406887461272646e-16,0
short_emerging_no_break,7,2812,703,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
short_shock_no_break,7,2812,703,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,3.4287636752828907e-16,0
long_stable_no_break,7,7030,703,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.7132871778058875e-16,0
long_emerging_no_break,7,7030,703,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.395884369267974e-16,0
long_shock_no_break,7,7030,703,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.8043461418971123e-16,0
long_stable_break,7,7030,703,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_emerging_break,7,7030,703,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.9922514880464967e-16,0
long_shock_break,7,7030,703,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
short_stable_no_break,8,3152,788,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.6308911185867404e-16,0
short_emerging_no_break,8,3152,788,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,2.2109040887574735e-16,0
short_shock_no_break,8,3152,788,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.7308001403594333e-16,0
long_stable_no_break,8,7880,788,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.7246776225691358e-16,0
long_emerging_no_break,8,7880,788,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.0941670650782201e-16,0
long_shock_no_break,8,7880,788,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,2.600532573329118e-16,0
long_stable_break,8,7880,788,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.266105198118872e-16,0
long_emerging_break,8,7880,788,0.0,0.0,0,0,0,0,0,0,0,True,8.940696716308594e-08,3.385643822510857e-16,0
long_shock_break,8,7880,788,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.4806314968710484e-16,0
short_stable_no_break,9,2960,740,0.0,0.0,0,0,0,0,0,0,0,True,1.4901161193847656e-08,1.395982830468052e-16,0
short_emerging_no_break,9,2960,740,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.972370023775416e-16,0
short_shock_no_break,9,2960,740,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.713417678251898e-16,0
long_stable_no_break,9,7400,740,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.239472939132383e-16,0
long_emerging_no_break,9,7400,740,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.1511167915596952e-16,0
long_shock_no_break,9,7400,740,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.4999545328956526e-16,0
long_stable_break,9,7400,740,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.404018716959441e-16,0
long_emerging_break,9,7400,740,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_shock_break,9,7400,740,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.853453851355924e-16,0
short_stable_no_break,10,3168,792,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.2129092133343027e-16,0
short_emerging_no_break,10,3168,792,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.8520753283377152e-16,0
short_shock_no_break,10,3168,792,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.7771910693387761e-16,0
long_stable_no_break,10,7920,792,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,2.241159451831133e-16,0
long_emerging_no_break,10,7920,792,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.828653768928392e-16,0
long_shock_no_break,10,7920,792,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.1725566873082656e-16,0
long_stable_break,10,7920,792,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.808486876114261e-16,0
long_emerging_break,10,7920,792,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.237065940674561e-16,0
long_shock_break,10,7920,792,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.4068259053005502e-16,0
short_stable_no_break,11,2900,725,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.670579598570448e-16,0
short_emerging_no_break,11,2900,725,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.5339251358107476e-16,0
short_shock_no_break,11,2900,725,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.3594911489025952e-16,0
long_stable_no_break,11,7250,725,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.6353772888996607e-16,0
long_emerging_no_break,11,7250,725,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.332383644704094e-16,0
long_shock_no_break,11,7250,725,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.1788049358381902e-16,0
long_stable_break,11,7250,725,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,2.2135550520157662e-16,0
long_emerging_break,11,7250,725,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_shock_break,11,7250,725,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.5436064091116126e-16,0
short_stable_no_break,12,2964,741,0.0,0.0,0,0,0,0,0,0,0,True,1.4901161193847656e-08,1.3043402073434768e-16,0
short_emerging_no_break,12,2964,741,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
short_shock_no_break,12,2964,741,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_stable_no_break,12,7410,741,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.6051013713789e-16,0
long_emerging_no_break,12,7410,741,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.4861865789730583e-16,0
long_shock_no_break,12,7410,741,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.2246533754402218e-16,0
long_stable_break,12,7410,741,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.4721247161004635e-16,0
long_emerging_break,12,7410,741,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.247065938106003e-16,0
long_shock_break,12,7410,741,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.233500368651429e-16,0
short_stable_no_break,13,3192,798,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.6436324837762716e-16,0
short_emerging_no_break,13,3192,798,0.0,0.0,0,0,0,0,0,0,0,True,1.4901161193847656e-08,1.1249690144441245e-16,0
short_shock_no_break,13,3192,798,0.0,0.0,0,0,0,0,0,0,0,True,1.4901161193847656e-08,1.607293042609803e-16,0
long_stable_no_break,13,7980,798,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.5695651900552593e-16,0
long_emerging_no_break,13,7980,798,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.3031147092728861e-16,0
long_shock_no_break,13,7980,798,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.562293820229113e-16,0
long_stable_break,13,7980,798,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.3331445541083287e-16,0
long_emerging_break,13,7980,798,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.2101559083982245e-16,0
long_shock_break,13,7980,798,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.0944053574593966e-16,0
short_stable_no_break,14,2960,740,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,3.580341794209515e-16,0
short_emerging_no_break,14,2960,740,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
short_shock_no_break,14,2960,740,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.5328692455556075e-16,0
long_stable_no_break,14,7400,740,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.2364190558991563e-16,0
long_emerging_no_break,14,7400,740,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.4416421461073682e-16,0
long_shock_no_break,14,7400,740,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.694822281007521e-16,0
long_stable_break,14,7400,740,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.370261899056036e-16,0
long_emerging_break,14,7400,740,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.296153486010571e-16,0
long_shock_break,14,7400,740,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.662199460509383e-16,0
short_stable_no_break,15,2968,742,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.694639700288695e-16,0
short_emerging_no_break,15,2968,742,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.383570248366103e-16,0
short_shock_no_break,15,2968,742,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_stable_no_break,15,7420,742,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.257132719746361e-16,0
long_emerging_no_break,15,7420,742,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.0970668391835033e-16,0
long_shock_no_break,15,7420,742,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.134066100307192e-16,0
long_stable_break,15,7420,742,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.2016230054098687e-16,0
long_emerging_break,15,7420,742,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.1852888637593667e-16,0
long_shock_break,15,7420,742,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.6720530097607389e-16,0
short_stable_no_break,16,3060,765,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.317056013290459e-16,0
short_emerging_no_break,16,3060,765,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.57844344098207e-16,0
short_shock_no_break,16,3060,765,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.9437948246319622e-16,0
long_stable_no_break,16,7650,765,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.3046371480339553e-16,0
long_emerging_no_break,16,7650,765,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.8403837808329756e-16,0
long_shock_no_break,16,7650,765,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.600595570608139e-16,0
long_stable_break,16,7650,765,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.1883741825711226e-16,0
long_emerging_break,16,7650,765,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,2.0369074004333886e-16,0
long_shock_break,16,7650,765,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,2.1549900710575472e-16,0
short_stable_no_break,17,2972,743,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.4670163224214718e-16,0
short_emerging_no_break,17,2972,743,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,2.108121742841917e-16,0
short_shock_no_break,17,2972,743,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.6941594023330412e-16,0
long_stable_no_break,17,7430,743,0.0,0.0,0,0,0,0,0,0,0,True,7.152557373046875e-07,3.776884414064706e-16,0
long_emerging_no_break,17,7430,743,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.127638106321232e-16,0
long_shock_no_break,17,7430,743,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.3937892698925447e-16,0
long_stable_break,17,7430,743,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.95893575934907e-16,0
long_emerging_break,17,7430,743,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,3.3074192739528125e-16,0
long_shock_break,17,7430,743,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.5225915125731978e-16,0
short_stable_no_break,18,2896,724,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,3.3984822270934235e-16,0
short_emerging_no_break,18,2896,724,0.0,0.0,0,0,0,0,0,0,0,True,1.4901161193847656e-08,1.4296070161028508e-16,0
short_shock_no_break,18,2896,724,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.3825956914553896e-16,0
long_stable_no_break,18,7240,724,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.413728825383191e-16,0
long_emerging_no_break,18,7240,724,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.9273214215793e-16,0
long_shock_no_break,18,7240,724,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.1709414208313795e-16,0
long_stable_break,18,7240,724,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.5045469236823405e-16,0
long_emerging_break,18,7240,724,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,2.1302087865595676e-16,0
long_shock_break,18,7240,724,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.550341365718603e-16,0
short_stable_no_break,19,3232,808,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.608211163118623e-16,0
short_emerging_no_break,19,3232,808,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.431752237651516e-16,0
short_shock_no_break,19,3232,808,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.6203300434493638e-16,0
long_stable_no_break,19,8080,808,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.6566163285756927e-16,0
long_emerging_no_break,19,8080,808,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.6607594437982163e-16,0
long_shock_no_break,19,8080,808,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,2.557678143370414e-16,0
long_stable_break,19,8080,808,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.144355637678741e-16,0
long_emerging_break,19,8080,808,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.6963943446679756e-16,0
long_shock_break,19,8080,808,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,2.0618958235667685e-16,0
short_stable_no_break,20,3068,767,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.3729548734542397e-16,0
short_emerging_no_break,20,3068,767,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.1701892458350705e-16,0
short_shock_no_break,20,3068,767,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.9228144188345856e-16,0
long_stable_no_break,20,7670,767,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.3286738816390426e-16,0
long_emerging_no_break,20,7670,767,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.499631709286276e-16,0
long_shock_no_break,20,7670,767,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,2.143853646110073e-16,0
long_stable_break,20,7670,767,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.8579188268652435e-16,0
long_emerging_break,20,7670,767,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,2.4954359721206434e-16,0
long_shock_break,20,7670,767,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.1316866222673478e-16,0
short_stable_no_break,21,3032,758,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.8253716853905994e-16,0
short_emerging_no_break,21,3032,758,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.7560083913767374e-16,0
short_shock_no_break,21,3032,758,0.0,0.0,0,0,0,0,0,0,0,True,1.4901161193847656e-08,2.0432449270115888e-16,0
long_stable_no_break,21,7580,758,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.4171577310042914e-16,0
long_emerging_no_break,21,7580,758,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
long_shock_no_break,21,7580,758,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.709415120128917e-16,0
long_stable_break,21,7580,758,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.2852389221702877e-16,0
long_emerging_break,21,7580,758,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.7773473055722264e-16,0
long_shock_break,21,7580,758,0.0,0.0,0,0,0,0,0,0,0,True,0.0,0.0,0
short_stable_no_break,22,2928,732,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.1524332761753183e-16,0
short_emerging_no_break,22,2928,732,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.4400752881126328e-16,0
short_shock_no_break,22,2928,732,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.410094253347067e-16,0
long_stable_no_break,22,7320,732,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.6445086430267576e-16,0
long_emerging_no_break,22,7320,732,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,1.5743359167216293e-16,0
long_shock_no_break,22,7320,732,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,3.050088471676782e-16,0
long_stable_break,22,7320,732,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.307809024579412e-16,0
long_emerging_break,22,7320,732,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.661826180700731e-16,0
long_shock_break,22,7320,732,0.0,0.0,0,0,0,0,0,0,0,True,7.152557373046875e-07,3.47775782105703e-16,0
short_stable_no_break,23,2924,731,0.0,0.0,0,0,0,0,0,0,0,True,1.4901161193847656e-08,1.129821307459512e-16,0
short_emerging_no_break,23,2924,731,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.5267926029351084e-16,0
short_shock_no_break,23,2924,731,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.8347754854090075e-16,0
long_stable_no_break,23,7310,731,0.0,0.0,0,0,0,0,0,0,0,True,7.152557373046875e-07,3.618679717707317e-16,0
long_emerging_no_break,23,7310,731,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.691341750830599e-16,0
long_shock_no_break,23,7310,731,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.5630934645821347e-16,0
long_stable_break,23,7310,731,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.9278120079578846e-16,0
long_emerging_break,23,7310,731,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,1.1648622001946173e-16,0
long_shock_break,23,7310,731,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,1.766932741996025e-16,0
short_stable_no_break,24,3152,788,0.0,0.0,0,0,0,0,0,0,0,True,5.960464477539063e-08,1.7793539021293775e-16,0
short_emerging_no_break,24,3152,788,0.0,0.0,0,0,0,0,0,0,0,True,2.9802322387695312e-08,2.2660806734061603e-16,0
short_shock_no_break,24,3152,788,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.4238193960477043e-16,0
long_stable_no_break,24,7880,788,0.0,0.0,0,0,0,0,0,0,0,True,4.76837158203125e-07,2.6228175914112544e-16,0
long_emerging_no_break,24,7880,788,0.0,0.0,0,0,0,0,0,0,0,True,1.1920928955078125e-07,2.50579301923811e-16,0
long_shock_no_break,24,7880,788,0.0,0.0,0,0,0,0,0,0,0,True,9.5367431640625e-07,3.8154598801818694e-16,0
long_stable_break,24,7880,788,0.0,0.0,0,0,0,0,0,0,0,True,2.384185791015625e-07,2.206440611240659e-16,0
