"path","step","type","referenced_by_step32","referenced_by_step33","needed_for_tests","needed_for_reproducibility","recommended_action","reason"
"outputs/final_analysis/step33_tables/appendix/appendix_ceded_bf_scenario_summary.csv","33","csv","False","True","False","True","KEEP","Authoritative Step 32/33 dissertation analysis artifact; final_analysis is protected in full."
"outputs/final_analysis/step33_tables/appendix/appendix_full_paired_comparisons.csv","33","csv","False","True","False","True","KEEP","Authoritative Step 32/33 dissertation analysis artifact; final_analysis is protected in full."
"outputs/final_analysis/step33_tables/appendix/appendix_history_window_scenario_summary.csv","33","csv","False","True","False","True","KEEP","Authoritative Step 32/33 dissertation analysis artifact; final_analysis is protected in full."
"outputs/final_analysis/step33_tables/appendix/appendix_prior_multiplier_scenario_summary.csv","33","csv","False","True","False","True","KEEP","Authoritative Step 32/33 dissertation analysis artifact; final_analysis is protected in full."
"outputs/final_analysis/step33_tables/appendix/appendix_treaty_portfolio_distribution.csv","33","csv","False","True","False","True","KEEP","Authoritative Step 32/33 dissertation analysis artifact; final_analysis is protected in full."
"outputs/final_analysis/step33_tables/table01_baseline_model_summary.csv","33","csv","False","True","False","True","KEEP","Authoritative Step 32/33 dissertation analysis artifact; final_analysis is protected in full."
"outputs/final_analysis/step33_tables/table02_structural_break_models.csv","33","csv","False","True","False","True","KEEP","Authoritative Step 32/33 dissertation analysis artifact; final_analysis is protected in full."
"outputs/final_analysis/step33_tables/table03_key_paired_comparisons.csv","33","csv","False","True","False","True","KEEP","Authoritative Step 32/33 dissertation analysis artifact; final_analysis is protected in full."
"outputs/final_analysis/step33_tables/table04_ceded_bf.csv","33","csv","False","True","False","True","KEEP","Authoritative Step 32/33 dissertation analysis artifact; final_analysis is protected in full."
"outputs/final_analysis/step33_tables/table05_history_window.csv","33","csv","False","True","False","True","KEEP","Authoritative Step 32/33 dissertation analysis artifact; final_analysis is protected in full."
"outputs/final_analysis/step33_tables/table06_prior_sensitivity.csv","33","csv","False","True","False","True","KEEP","Authoritative Step 32/33 dissertation analysis artifact; final_analysis is protected in full."
"outputs/final_analysis/step33_tables/table07_treaty_indexation.csv","33","csv","False","True","False","True","KEEP","Authoritative Step 32/33 dissertation analysis artifact; final_analysis is protected in full."
"outputs/final_analysis/STEP33_VALIDATION_REPORT.csv","33","csv","False","True","False","True","KEEP","Authoritative Step 32/33 dissertation analysis artifact; final_analysis is protected in full."
"outputs/final_analysis/validation_report.csv","32/33","csv","False","True","False","True","KEEP","Authoritative Step 32/33 dissertation analysis artifact; final_analysis is protected in full."
"outputs/logs/development_log.md","n/a","md","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/applicability_summary.csv","18","csv","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplot_manifest.csv","18","csv","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_emerging_break__ceded__absolute_percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_emerging_break__ceded__percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_emerging_break__gross__absolute_percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_emerging_break__gross__percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_emerging_no_break__ceded__absolute_percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_emerging_no_break__ceded__percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_emerging_no_break__gross__absolute_percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_emerging_no_break__gross__percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_shock_break__ceded__absolute_percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_shock_break__ceded__percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_shock_break__gross__absolute_percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_shock_break__gross__percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_shock_no_break__ceded__absolute_percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_shock_no_break__ceded__percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_shock_no_break__gross__absolute_percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_shock_no_break__gross__percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_stable_break__ceded__absolute_percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_stable_break__ceded__percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_stable_break__gross__absolute_percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_stable_break__gross__percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_stable_no_break__ceded__absolute_percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_stable_no_break__ceded__percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_stable_no_break__gross__absolute_percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/long_stable_no_break__gross__percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/short_emerging_no_break__ceded__absolute_percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/short_emerging_no_break__ceded__percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/short_emerging_no_break__gross__absolute_percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/short_emerging_no_break__gross__percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/short_shock_no_break__ceded__absolute_percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/short_shock_no_break__ceded__percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/short_shock_no_break__gross__absolute_percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/short_shock_no_break__gross__percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/short_stable_no_break__ceded__absolute_percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/short_stable_no_break__ceded__percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/short_stable_no_break__gross__absolute_percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/boxplots/short_stable_no_break__gross__percentage_error.png","18","png","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/diagnostics_acceptance_report.csv","18","csv","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/distributional_summary.csv","18","csv","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step18_distributional_diagnostics/STEP18_DIAGNOSTICS_NOTE.md","18","md","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step20_expected_loss/final_50/acceptance_report.csv","20","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step20_expected_loss/final_50/comparison_results.csv","20","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step20_expected_loss/final_50/comparison_summary.csv","20","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step20_expected_loss/final_50/expected_loss_by_accident_year.csv","20","csv","True","False","False","True","KEEP","Frozen source listed in outputs/final_analysis/source_inventory.csv."
"outputs/step20_expected_loss/final_50/expected_loss_results.csv","20","csv","True","False","False","True","KEEP","Frozen source listed in outputs/final_analysis/source_inventory.csv."
"outputs/step20_expected_loss/final_50/manifest.json","20","json","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step20_expected_loss/final_50/STEP20_METHOD_NOTE.md","20","md","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step20_expected_loss/smoke_test/acceptance_report.csv","20","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step20_expected_loss/smoke_test/comparison_results.csv","20","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step20_expected_loss/smoke_test/comparison_summary.csv","20","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step20_expected_loss/smoke_test/expected_loss_by_accident_year.csv","20","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step20_expected_loss/smoke_test/expected_loss_results.csv","20","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step20_expected_loss/smoke_test/manifest.json","20","json","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step21_paid_bf/final_50/acceptance_report.csv","21","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step21_paid_bf/final_50/bf_benchmark_patterns.csv","21","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step21_paid_bf/final_50/bf_by_accident_year.csv","21","csv","True","False","False","True","KEEP","Frozen source listed in outputs/final_analysis/source_inventory.csv."
"outputs/step21_paid_bf/final_50/bf_results.csv","21","csv","True","False","False","True","KEEP","Frozen source listed in outputs/final_analysis/source_inventory.csv."
"outputs/step21_paid_bf/final_50/comparison_results.csv","21","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step21_paid_bf/final_50/comparison_summary.csv","21","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step21_paid_bf/final_50/manifest.json","21","json","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step21_paid_bf/final_50/pattern_misspecification_sensitivity.csv","21","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step21_paid_bf/final_50/pattern_misspecification_summary.csv","21","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step21_paid_bf/smoke_break/acceptance_report.csv","21","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step21_paid_bf/smoke_break/bf_benchmark_patterns.csv","21","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step21_paid_bf/smoke_break/bf_by_accident_year.csv","21","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step21_paid_bf/smoke_break/bf_results.csv","21","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step21_paid_bf/smoke_break/comparison_results.csv","21","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step21_paid_bf/smoke_break/comparison_summary.csv","21","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step21_paid_bf/smoke_break/manifest.json","21","json","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step21_paid_bf/smoke_break/pattern_misspecification_sensitivity.csv","21","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step21_paid_bf/smoke_break/pattern_misspecification_summary.csv","21","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step21_paid_bf/smoke_short/acceptance_report.csv","21","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step21_paid_bf/smoke_short/bf_benchmark_patterns.csv","21","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step21_paid_bf/smoke_short/bf_by_accident_year.csv","21","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step21_paid_bf/smoke_short/bf_results.csv","21","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step21_paid_bf/smoke_short/comparison_results.csv","21","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step21_paid_bf/smoke_short/comparison_summary.csv","21","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step21_paid_bf/smoke_short/manifest.json","21","json","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step21_paid_bf/smoke_short/pattern_misspecification_sensitivity.csv","21","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step21_paid_bf/smoke_short/pattern_misspecification_summary.csv","21","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step22_bf_diagnostics/acceptance_report.csv","22","csv","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step22_bf_diagnostics/bf_error_decomposition_summary.csv","22","csv","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step22_bf_diagnostics/bf_error_decomposition.csv","22","csv","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step22_bf_diagnostics/bf_pattern_adequacy.csv","22","csv","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step22_bf_diagnostics/bf_prior_adequacy.csv","22","csv","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step22_bf_diagnostics/STEP22_METHOD_NOTE.md","22","md","False","False","False","True","KEEP","Analytical diagnostic or development provenance retained conservatively."
"outputs/step24_poisson_break_interaction/final_50/acceptance_report.csv","24","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step24_poisson_break_interaction/final_50/failure_summary.csv","24","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step24_poisson_break_interaction/final_50/figures/mean_absolute_percentage_error_ceded.png","24","png","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step24_poisson_break_interaction/final_50/figures/mean_absolute_percentage_error_gross.png","24","png","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step24_poisson_break_interaction/final_50/figures/model_success_rate.png","24","png","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step24_poisson_break_interaction/final_50/manifest.json","24","json","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step24_poisson_break_interaction/final_50/results_checkpoint.csv","24","csv","False","False","False","False","REMOVE","Completed-run checkpoint is byte-identical to the retained results.csv and no consumer reads it."
"outputs/step24_poisson_break_interaction/final_50/results.csv","24","csv","True","False","False","True","KEEP","Frozen source listed in outputs/final_analysis/source_inventory.csv."
"outputs/step24_poisson_break_interaction/final_50/summary.csv","24","csv","False","False","False","True","KEEP","Final experiment, calibration, method-note, manifest, or provenance artifact retained for reproducibility."
"outputs/step24_poisson_break_interaction/smoke_break/acceptance_report.csv","24","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step24_poisson_break_interaction/smoke_break/failure_summary.csv","24","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step24_poisson_break_interaction/smoke_break/figures/mean_absolute_percentage_error_ceded.png","24","png","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step24_poisson_break_interaction/smoke_break/figures/mean_absolute_percentage_error_gross.png","24","png","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step24_poisson_break_interaction/smoke_break/figures/model_success_rate.png","24","png","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step24_poisson_break_interaction/smoke_break/manifest.json","24","json","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step24_poisson_break_interaction/smoke_break/results_checkpoint.csv","24","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step24_poisson_break_interaction/smoke_break/results.csv","24","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step24_poisson_break_interaction/smoke_break/summary.csv","24","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
"outputs/step24_poisson_break_interaction/smoke_no_break/acceptance_report.csv","24","csv","False","False","False","False","REMOVE","Generated smoke-run artifact; not referenced by Step 32, Step 33, tests, documentation, or a final-run input."
