simulation_id,claim_id,accident_year,report_year,payment_sequence,development_year,payment_calendar_year,real_payment,inflation_scenario,inflation_rate,inflation_index,nominal_gross_payment
1,S0001_C000003,2010,2010,8,8,2017,159187.80063212206,stable,0.04,1.3159317792358405,209480.28571846863
1,S0001_C000003,2010,2010,9,9,2018,191025.36075854645,stable,0.04,1.368569050405274,261431.3965766488
1,S0001_C000003,2010,2010,10,10,2019,318375.60126424395,stable,0.04,1.4233118124214852,453147.75406619115
1,S0001_C000004,2010,2010,1,1,2010,48894.88098613404,stable,0.04,1.0,48894.88098613404
1,S0001_C000004,2010,2010,2,2,2011,244474.4049306702,stable,0.04,1.04,254253.381127897
1,S0001_C000004,2010,2010,3,3,2012,232250.68468413668,stable,0.04,1.0816000000000001,251202.34055436225
1,S0001_C000004,2010,2010,4,4,2013,171132.08345146914,stable,0.04,1.124864,192500.31991955338
1,S0001_C000004,2010,2010,5,5,2014,110013.48221880158,stable,0.04,1.1698585600000002,128700.21388907285
1,S0001_C000004,2010,2010,6,6,2015,85566.04172573457,stable,0.04,1.2166529024000003,104104.1730124945
1,S0001_C000004,2010,2010,7,7,2016,73342.32147920105,stable,0.04,1.2653190184960004,92801.4342282808
1,S0001_C000004,2010,2010,8,8,2017,61118.60123266755,stable,0.04,1.3159317792358405,80427.90966451004
1,S0001_C000004,2010,2010,9,9,2018,73342.32147920105,stable,0.04,1.368569050405274,100374.03126130853
1,S0001_C000004,2010,2010,10,10,2019,122237.20246533514,stable,0.04,1.4233118124214852,173981.6541862682
1,S0001_C000005,2010,2013,1,4,2013,121678.54052619281,stable,0.04,1.124864,136871.80981045536
1,S0001_C000005,2010,2013,2,5,2014,608392.702630964,stable,0.04,1.1698585600000002,711733.4110143678
1,S0001_C000005,2010,2013,3,6,2015,577973.0674994158,stable,0.04,1.2166529024000003,703192.6100821956
1,S0001_C000005,2010,2013,4,7,2016,425874.89184167486,stable,0.04,1.2653190184960004,538867.6001471983
1,S0001_C000005,2010,2013,5,8,2017,273776.7161839338,stable,0.04,1.3159317792358405,360271.4812412697
1,S0001_C000005,2010,2013,6,9,2018,212937.44592083743,stable,0.04,1.368569050405274,291419.5981596049
1,S0001_C000005,2010,2013,7,10,2019,182517.8107892892,stable,0.04,1.4233118124214852,259779.7560737049
1,S0001_C000005,2010,2013,8,11,2020,152098.175657741,stable,0.04,1.4802442849183446,225142.45526387758
1,S0001_C000005,2010,2013,9,12,2021,182517.8107892892,stable,0.04,1.5394540563150785,280977.78416931926
1,S0001_C000005,2010,2013,10,13,2022,304196.35131548205,stable,0.04,1.6010322185676817,487028.15922682016
1,S0001_C000006,2010,2012,1,3,2012,45886.17858101578,stable,0.04,1.0816000000000001,49630.49075322667
1,S0001_C000006,2010,2012,2,4,2013,229430.89290507894,stable,0.04,1.124864,258078.55191677873
1,S0001_C000006,2010,2012,3,5,2014,217959.34825982497,stable,0.04,1.1698585600000002,254981.60929377738
1,S0001_C000006,2010,2012,4,6,2015,160601.62503355526,stable,0.04,1.2166529024000003,195396.43322723155
1,S0001_C000006,2010,2012,5,7,2016,103243.90180728551,stable,0.04,1.2653190184960004,130636.47250049195
1,S0001_C000006,2010,2012,6,8,2017,80300.81251677763,stable,0.04,1.3159317792358405,105670.39108928684
1,S0001_C000006,2010,2012,7,9,2018,68829.26787152367,stable,0.04,1.368569050405274,94197.6057710214
1,S0001_C000006,2010,2012,8,10,2019,57357.723226269736,stable,0.04,1.4233118124214852,81637.92500155189
1,S0001_C000006,2010,2012,9,11,2020,68829.26787152367,stable,0.04,1.4802442849183446,101884.13040193674
1,S0001_C000006,2010,2012,10,12,2021,114715.44645253941,stable,0.04,1.5394540563150785,176599.15936335697
1,S0001_C000007,2010,2013,1,4,2013,48762.305697396994,stable,0.04,1.124864,54850.962235996776
1,S0001_C000007,2010,2013,2,5,2014,243811.528486985,stable,0.04,1.1698585600000002,285225.00362718327
1,S0001_C000007,2010,2013,3,6,2015,231620.9520626357,stable,0.04,1.2166529024000003,281802.3035836571
1,S0001_C000007,2010,2013,4,7,2016,170668.0699408895,stable,0.04,1.2653190184960004,215949.55474621302
1,S0001_C000007,2010,2013,5,8,2017,109715.18781914323,stable,0.04,1.3159317792358405,144377.70231603956
1,S0001_C000007,2010,2013,6,9,2018,85334.03497044474,stable,0.04,1.368569050405274,116785.51920675201
1,S0001_C000007,2010,2013,7,10,2019,73143.45854609548,stable,0.04,1.4233118124214852,104105.94855001893
1,S0001_C000007,2010,2013,8,11,2020,60952.88212174625,stable,0.04,1.4802442849183446,90225.15541001642
1,S0001_C000007,2010,2013,9,12,2021,73143.45854609548,stable,0.04,1.5394540563150785,112600.99395170048
1,S0001_C000007,2010,2013,10,13,2022,121905.76424349239,stable,0.04,1.6010322185676817,195175.0561829474
1,S0001_C000008,2010,2010,1,1,2010,40340.78677326077,stable,0.04,1.0,40340.78677326077
1,S0001_C000008,2010,2010,2,2,2011,201703.93386630388,stable,0.04,1.04,209772.09122095603
1,S0001_C000008,2010,2010,3,3,2012,191618.73717298868,stable,0.04,1.0816000000000001,207254.82612630457
1,S0001_C000008,2010,2010,4,4,2013,141192.7537064127,stable,0.04,1.124864,158822.64570521025
1,S0001_C000008,2010,2010,5,5,2014,90766.77023983673,stable,0.04,1.1698585600000002,106184.28312862627
1,S0001_C000008,2010,2010,6,6,2015,70596.37685320636,stable,0.04,1.2166529024000003,85891.28679737772
1,S0001_C000008,2010,2010,7,7,2016,60511.180159891155,stable,0.04,1.2653190184960004,76565.94708794812
1,S0001_C000008,2010,2010,8,8,2017,50425.98346657597,stable,0.04,1.3159317792358405,66357.1541428884
1,S0001_C000008,2010,2010,9,9,2018,60511.180159891155,stable,0.04,1.368569050405274,82813.7283703247
1,S0001_C000008,2010,2010,10,10,2019,100851.96693315182,stable,0.04,1.4233118124214852,143543.795841896
1,S0001_C000009,2010,2010,1,1,2010,86175.8524403319,stable,0.04,1.0,86175.8524403319
1,S0001_C000009,2010,2010,2,2,2011,430879.2622016595,stable,0.04,1.04,448114.4326897259
1,S0001_C000009,2010,2010,3,3,2012,409335.2990915765,stable,0.04,1.0816000000000001,442737.0594974492
1,S0001_C000009,2010,2010,4,4,2013,301615.48354116164,stable,0.04,1.124864,339276.3992780453
1,S0001_C000009,2010,2010,5,5,2014,193895.66799074676,stable,0.04,1.1698585600000002,226830.50694589314
1,S0001_C000009,2010,2010,6,6,2015,150807.74177058082,stable,0.04,1.2166529024000003,183480.6767295669
1,S0001_C000009,2010,2010,7,7,2016,129263.77866049783,stable,0.04,1.2653190184960004,163559.91754178534
1,S0001_C000009,2010,2010,8,8,2017,107719.81555041487,stable,0.04,1.3159317792358405,141751.928536214
1,S0001_C000009,2010,2010,9,9,2018,129263.77866049783,stable,0.04,1.368569050405274,176906.40681319506
1,S0001_C000009,2010,2010,10,10,2019,215439.6311008297,stable,0.04,1.4233118124214852,306637.77180953807
1,S0001_C000010,2010,2012,1,3,2012,76975.24921456956,stable,0.04,1.0816000000000001,83256.42955047844
1,S0001_C000010,2010,2012,2,4,2013,384876.24607284786,stable,0.04,1.124864,432933.43366248795
1,S0001_C000010,2010,2012,3,5,2014,365632.4337692054,stable,0.04,1.1698585600000002,427738.2324585381
1,S0001_C000010,2010,2012,4,6,2015,269413.3722509935,stable,0.04,1.2166529024000003,327782.561294543
1,S0001_C000010,2010,2012,5,7,2016,173194.3107327815,stable,0.04,1.2653190184960004,219146.0552654944
1,S0001_C000010,2010,2012,6,8,2017,134706.68612549675,stable,0.04,1.3159317792358405,177264.80914808885
1,S0001_C000010,2010,2012,7,9,2018,115462.87382185434,stable,0.04,1.368569050405274,158018.91558343917
1,S0001_C000010,2010,2012,8,10,2019,96219.06151821197,stable,0.04,1.4233118124214852,136949.72683898066
1,S0001_C000010,2010,2012,9,11,2020,115462.87382185434,stable,0.04,1.4802442849183446,170913.25909504783
1,S0001_C000010,2010,2012,10,12,2021,192438.12303642393,stable,0.04,1.5394540563150785,296249.64909808297
1,S0001_C000011,2010,2010,1,1,2010,45863.81363117464,stable,0.04,1.0,45863.81363117464
1,S0001_C000011,2010,2010,2,2,2011,229319.06815587322,stable,0.04,1.04,238491.83088210816
1,S0001_C000011,2010,2010,3,3,2012,217853.11474807953,stable,0.04,1.0816000000000001,235629.92891152285
1,S0001_C000011,2010,2010,4,4,2013,160523.34770911126,stable,0.04,1.124864,180566.93499746174
1,S0001_C000011,2010,2010,5,5,2014,103193.58067014294,stable,0.04,1.1698585600000002,120721.89368401728
1,S0001_C000011,2010,2010,6,6,2015,80261.67385455563,stable,0.04,1.2166529024000003,97650.59844662734
1,S0001_C000011,2010,2010,7,7,2016,68795.72044676196,stable,0.04,1.2653190184960004,87048.53347242207
1,S0001_C000011,2010,2010,8,8,2017,57329.767038968304,stable,0.04,1.3159317792358405,75442.0623427658
1,S0001_C000011,2010,2010,9,9,2018,68795.72044676196,stable,0.04,1.368569050405274,94151.69380377172
1,S0001_C000011,2010,2010,10,10,2019,114659.53407793655,stable,0.04,1.4233118124214852,163196.26925987093
1,S0001_C000012,2010,2012,1,3,2012,66191.16407698591,stable,0.04,1.0816000000000001,71592.36306566796
1,S0001_C000012,2010,2012,2,4,2013,330955.8203849296,stable,0.04,1.124864,372280.2879414735
1,S0001_C000012,2010,2012,3,5,2014,314408.0293656831,stable,0.04,1.1698585600000002,367812.9244861758
1,S0001_C000012,2010,2012,4,6,2015,231669.0742694507,stable,0.04,1.2166529024000003,281860.85160624847
1,S0001_C000012,2010,2012,5,7,2016,148930.1191732183,stable,0.04,1.2653190184960004,188444.11221674894
1,S0001_C000012,2010,2012,6,8,2017,115834.53713472535,stable,0.04,1.3159317792358405,152430.34854865918
1,S0001_C000012,2010,2012,7,9,2018,99286.74611547886,stable,0.04,1.368569050405274,135880.76784909045
1,S0001_C000012,2010,2012,8,10,2019,82738.9550962324,stable,0.04,1.4233118124214852,117763.33213587842
1,S0001_C000012,2010,2012,9,11,2020,99286.74611547886,stable,0.04,1.4802442849183446,146968.63850557624
1,S0001_C000012,2010,2012,10,12,2021,165477.9101924647,stable,0.04,1.5394540563150785,254745.64007633206
1,S0001_C000013,2010,2010,1,1,2010,62437.57385398069,stable,0.04,1.0,62437.57385398069
1,S0001_C000013,2010,2010,2,2,2011,312187.86926990346,stable,0.04,1.04,324675.38404069963
1,S0001_C000013,2010,2010,3,3,2012,296578.47580640827,stable,0.04,1.0816000000000001,320779.27943221125
1,S0001_C000013,2010,2010,4,4,2013,218531.50848893245,stable,0.04,1.124864,245818.22676489453
1,S0001_C000013,2010,2010,5,5,2014,140484.54117145657,stable,0.04,1.1698585600000002,164347.04303710093
1,S0001_C000013,2010,2010,6,6,2015,109265.75424446622,stable,0.04,1.2166529024000003,132938.49703445498
1,S0001_C000013,2010,2010,7,7,2016,93656.36078097104,stable,0.04,1.2653190184960004,118505.17449928558
1,S0001_C000013,2010,2010,8,8,2017,78046.96731747586,stable,0.04,1.3159317792358405,102704.48456604751
1,S0001_C000013,2010,2010,9,9,2018,93656.36078097104,stable,0.04,1.368569050405274,128175.19673842729
1,S0001_C000013,2010,2010,10,10,2019,156093.93463495164,stable,0.04,1.4233118124214852,222170.34101327386
1,S0001_C000014,2010,2010,1,1,2010,54053.10927185093,stable,0.04,1.0,54053.10927185093
1,S0001_C000014,2010,2010,2,2,2011,270265.5463592547,stable,0.04,1.04,281076.16821362486
1,S0001_C000014,2010,2010,3,3,2012,256752.26904129193,stable,0.04,1.0816000000000001,277703.2541950614
1,S0001_C000014,2010,2010,4,4,2013,189185.88245147828,stable,0.04,1.124864,212808.3884778997
1,S0001_C000014,2010,2010,5,5,2014,121619.49586166459,stable,0.04,1.1698585600000002,142277.60829665294
1,S0001_C000014,2010,2010,6,6,2015,94592.94122573914,stable,0.04,1.2166529024000003,115086.77648884816
1,S0001_C000014,2010,2010,7,7,2016,81079.6639077764,stable,0.04,1.2653190184960004,102591.64075577322
1,S0001_C000014,2010,2010,8,8,2017,67566.38658981367,stable,0.04,1.3159317792358405,88912.75532167013
1,S0001_C000014,2010,2010,9,9,2018,81079.6639077764,stable,0.04,1.368569050405274,110963.11864144432
1,S0001_C000014,2010,2010,10,10,2019,135132.77317962726,stable,0.04,1.4233118124214852,192336.07231183673
1,S0001_C000015,2010,2011,1,2,2011,135379.5343896448,stable,0.04,1.04,140794.7157652306
1,S0001_C000015,2010,2011,2,3,2012,676897.6719482241,stable,0.04,1.0816000000000001,732132.5219791993
1,S0001_C000015,2010,2011,3,4,2013,643052.7883508129,stable,0.04,1.124864,723346.9317154489
1,S0001_C000015,2010,2011,4,5,2014,473828.37036375684,stable,0.04,1.1698585600000002,554312.1750408914
1,S0001_C000015,2010,2011,5,6,2015,304603.9523767008,stable,0.04,1.2166529024000003,370597.2827416245
1,S0001_C000015,2010,2011,6,7,2016,236914.18518187842,stable,0.04,1.2653190184960004,299772.0242621141
1,S0001_C000015,2010,2011,7,8,2017,203069.3015844672,stable,0.04,1.3159317792358405,267225.3473422274
1,S0001_C000015,2010,2011,8,9,2018,169224.41798705602,stable,0.04,1.368569050405274,231595.30102993044
1,S0001_C000015,2010,2011,9,10,2019,203069.3015844672,stable,0.04,1.4233118124214852,289030.9356853532
1,S0001_C000015,2010,2011,10,11,2020,338448.8359741117,stable,0.04,1.4802442849183446,500986.95518794504
1,S0001_C000016,2010,2010,1,1,2010,45969.2241799511,stable,0.04,1.0,45969.2241799511
1,S0001_C000016,2010,2010,2,2,2011,229846.1208997555,stable,0.04,1.04,239039.96573574573
1,S0001_C000016,2010,2010,3,3,2012,218353.81485476773,stable,0.04,1.0816000000000001,236171.4861469168
1,S0001_C000016,2010,2010,4,4,2013,160892.28462982888,stable,0.04,1.124864,180981.93885784785
1,S0001_C000016,2010,2010,5,5,2014,103430.75440488997,stable,0.04,1.1698585600000002,120999.35340781826
1,S0001_C000016,2010,2010,6,6,2015,80446.14231491444,stable,0.04,1.2166529024000003,97875.03253432414
1,S0001_C000016,2010,2010,7,7,2016,68953.83626992664,stable,0.04,1.2653190184960004,87248.6004305975
1,S0001_C000016,2010,2010,8,8,2017,57461.53022493888,stable,0.04,1.3159317792358405,75615.45370651784
1,S0001_C000016,2010,2010,9,9,2018,68953.83626992664,stable,0.04,1.368569050405274,94368.08622573425
1,S0001_C000016,2010,2010,10,10,2019,114923.06044987775,stable,0.04,1.4233118124214852,163571.34945793942
1,S0001_C000017,2010,2010,1,1,2010,74542.02191023844,stable,0.04,1.0,74542.02191023844
1,S0001_C000017,2010,2010,2,2,2011,372710.10955119226,stable,0.04,1.04,387618.51393323997
1,S0001_C000017,2010,2010,3,3,2012,354074.6040736326,stable,0.04,1.0816000000000001,382967.09176604106
1,S0001_C000017,2010,2010,4,4,2013,260897.0766858346,stable,0.04,1.124864,293473.72926913464
1,S0001_C000017,2010,2010,5,5,2014,167719.5492980365,stable,0.04,1.1698585600000002,196208.15042565003
1,S0001_C000017,2010,2010,6,6,2015,130448.5383429173,stable,0.04,1.2166529024000003,158710.59278874806
1,S0001_C000017,2010,2010,7,7,2016,111813.03286535766,stable,0.04,1.2653190184960004,141479.1570002554
1,S0001_C000017,2010,2010,8,8,2017,93177.52738779807,stable,0.04,1.3159317792358405,122615.26940022137
1,S0001_C000017,2010,2010,9,9,2018,111813.03286535766,stable,0.04,1.368569050405274,153023.85621147623
1,S0001_C000017,2010,2010,10,10,2019,186355.0547755959,stable,0.04,1.4233118124214852,265241.35076655855
1,S0001_C000018,2010,2010,1,1,2010,48269.99358137131,stable,0.04,1.0,48269.99358137131
1,S0001_C000018,2010,2010,2,2,2011,241349.96790685656,stable,0.04,1.04,251003.96662313084
1,S0001_C000018,2010,2010,3,3,2012,229282.46951151371,stable,0.04,1.0816000000000001,247991.91902365326
1,S0001_C000018,2010,2010,4,4,2013,168944.9775347996,stable,0.04,1.124864,190040.12320970485
1,S0001_C000018,2010,2010,5,5,2014,108607.48555808543,stable,0.04,1.1698585600000002,127055.39666020265
1,S0001_C000018,2010,2010,6,6,2015,84472.4887673998,stable,0.04,1.2166529024000003,102773.6986318084
1,S0001_C000018,2010,2010,7,7,2016,72404.99037205696,stable,0.04,1.2653190184960004,91615.41135178346
1,S0001_C000018,2010,2010,8,8,2017,60337.49197671414,stable,0.04,1.3159317792358405,79400.02317154569
1,S0001_C000018,2010,2010,9,9,2018,72404.99037205696,stable,0.04,1.368569050405274,99091.22891808901
1,S0001_C000018,2010,2010,10,10,2019,120674.98395342822,stable,0.04,1.4233118124214852,171758.13012468757
1,S0001_C000019,2010,2012,1,3,2012,83139.72798781873,stable,0.04,1.0816000000000001,89923.92979162475
1,S0001_C000019,2010,2012,2,4,2013,415698.6399390937,stable,0.04,1.124864,467604.4349164487
1,S0001_C000019,2010,2012,3,5,2014,394913.70794213895,stable,0.04,1.1698585600000002,461993.18169745133
1,S0001_C000019,2010,2012,4,6,2015,290989.0479573656,stable,0.04,1.2166529024000003,354032.6697639417
1,S0001_C000019,2010,2012,5,7,2016,187064.38797259214,stable,0.04,1.2653190184960004,236696.12778503532
1,S0001_C000019,2010,2012,6,8,2017,145494.5239786828,stable,0.04,1.3159317792358405,191460.8678083397
1,S0001_C000019,2010,2012,7,9,2018,124709.59198172808,stable,0.04,1.368569050405274,170673.68787486278
1,S0001_C000019,2010,2012,8,10,2019,103924.65998477342,stable,0.04,1.4233118124214852,147917.19615821444
1,S0001_C000019,2010,2012,9,11,2020,124709.59198172808,stable,0.04,1.4802442849183446,184600.6608054516
1,S0001_C000019,2010,2012,10,12,2021,207849.31996954675,stable,0.04,1.5394540563150785,319974.4787294494
1,S0001_C000020,2010,2010,1,1,2010,49027.904177641496,stable,0.04,1.0,49027.904177641496
1,S0001_C000020,2010,2010,2,2,2011,245139.52088820748,stable,0.04,1.04,254945.10172373577
1,S0001_C000020,2010,2010,3,3,2012,232882.5448437971,stable,0.04,1.0816000000000001,251885.760503051
1,S0001_C000020,2010,2010,4,4,2013,171597.66462174527,stable,0.04,1.124864,193024.0354170749
1,S0001_C000020,2010,2010,5,5,2014,110312.78439969337,stable,0.04,1.1698585600000002,129050.35510741577
1,S0001_C000020,2010,2010,6,6,2015,85798.83231087263,stable,0.04,1.2166529024000003,104387.39835355412
1,S0001_C000020,2010,2010,7,7,2016,73541.85626646224,stable,0.04,1.2653190184960004,93053.90938945394
1,S0001_C000020,2010,2010,8,8,2017,61284.88022205187,stable,0.04,1.3159317792358405,80646.7214708601
1,S0001_C000020,2010,2010,9,9,2018,73541.85626646224,stable,0.04,1.368569050405274,100647.10839563339
1,S0001_C000020,2010,2010,10,10,2019,122569.76044410374,stable,0.04,1.4233118124214852,174454.98788576457
1,S0001_C000021,2010,2010,1,1,2010,43993.31366148455,stable,0.04,1.0,43993.31366148455
1,S0001_C000021,2010,2010,2,2,2011,219966.56830742277,stable,0.04,1.04,228765.23103971969
1,S0001_C000021,2010,2010,3,3,2012,208968.2398920516,stable,0.04,1.0816000000000001,226020.04826724305
1,S0001_C000021,2010,2010,4,4,2013,153976.59781519594,stable,0.04,1.124864,173202.73172479257
1,S0001_C000021,2010,2010,5,5,2014,98984.95573834024,stable,0.04,1.1698585600000002,115798.39778171848
1,S0001_C000021,2010,2010,6,6,2015,76988.29890759797,stable,0.04,1.2166529024000003,93668.03731676785
1,S0001_C000021,2010,2010,7,7,2016,65989.97049222683,stable,0.04,1.2653190184960004,83498.36469380448
1,S0001_C000021,2010,2010,8,8,2017,54991.64207685569,stable,0.04,1.3159317792358405,72365.24940129722
1,S0001_C000021,2010,2010,9,9,2018,65989.97049222683,stable,0.04,1.368569050405274,90311.83125281893
1,S0001_C000021,2010,2010,10,10,2019,109983.28415371128,stable,0.04,1.4233118124214852,156540.50750488602
1,S0001_C000022,2010,2011,1,2,2011,44714.20299906964,stable,0.04,1.04,46502.771119032426
1,S0001_C000022,2010,2011,2,3,2012,223571.01499534817,stable,0.04,1.0816000000000001,241814.40981896862
1,S0001_C000022,2010,2011,3,4,2013,212392.46424558078,stable,0.04,1.124864,238912.636901141
1,S0001_C000022,2010,2011,4,5,2014,156499.71049674373,stable,0.04,1.1698585600000002,183082.52596213753
1,S0001_C000022,2010,2011,5,6,2015,100606.95674790668,stable,0.04,1.2166529024000003,122403.74592897196
1,S0001_C000022,2010,2011,6,7,2016,78249.85524837187,stable,0.04,1.2653190184960004,99011.030040324
1,S0001_C000022,2010,2011,7,8,2017,67071.30449860446,stable,0.04,1.3159317792358405,88261.2610645174
1,S0001_C000022,2010,2011,8,9,2018,55892.75374883704,stable,0.04,1.368569050405274,76493.09292258174
1,S0001_C000022,2010,2011,9,10,2019,67071.30449860446,stable,0.04,1.4233118124214852,95463.37996738202
1,S0001_C000022,2010,2011,10,11,2020,111785.50749767409,stable,0.04,1.4802442849183446,165469.85861012884
1,S0001_C000023,2010,2011,1,2,2011,157495.72816593063,stable,0.04,1.04,163795.55729256786
1,S0001_C000023,2010,2011,2,3,2012,787478.6408296532,stable,0.04,1.0816000000000001,851736.897921353
1,S0001_C000023,2010,2011,3,4,2013,748104.7087881706,stable,0.04,1.124864,841516.0551462967
1,S0001_C000023,2010,2011,4,5,2014,551235.0485807573,stable,0.04,1.1698585600000002,644867.040154215
1,S0001_C000023,2010,2011,5,6,2015,354365.3883733439,stable,0.04,1.2166529024000003,431139.6782745322
1,S0001_C000023,2010,2011,6,7,2016,275617.5242903787,stable,0.04,1.2653190184960004,348744.09531539946
1,S0001_C000023,2010,2011,7,8,2017,236243.59224889596,stable,0.04,1.3159317792358405,310880.4506811561
1,S0001_C000023,2010,2011,8,9,2018,196869.6602074133,stable,0.04,1.368569050405274,269429.7239236686
1,S0001_C000023,2010,2011,9,10,2019,236243.59224889596,stable,0.04,1.4233118124214852,336248.29545673844
1,S0001_C000023,2010,2011,10,11,2020,393739.3204148263,stable,0.04,1.4802442849183446,582830.3787916795
1,S0001_C000024,2010,2010,1,1,2010,60594.078837110064,stable,0.04,1.0,60594.078837110064
1,S0001_C000024,2010,2010,2,2,2011,302970.39418555034,stable,0.04,1.04,315089.20995297236
1,S0001_C000024,2010,2010,3,3,2012,287821.8744762728,stable,0.04,1.0816000000000001,311308.1394335367
1,S0001_C000024,2010,2010,4,4,2013,212079.27592988525,stable,0.04,1.124864,238560.34263959446
1,S0001_C000024,2010,2010,5,5,2014,136336.67738349765,stable,0.04,1.1698585600000002,159494.62907904317
1,S0001_C000024,2010,2010,6,6,2015,106039.63796494262,stable,0.04,1.2166529024000003,129013.43329949271
1,S0001_C000024,2010,2010,7,7,2016,90891.11825566509,stable,0.04,1.2653190184960004,115006.26054126205
1,S0001_C000024,2010,2010,8,8,2017,75742.59854638758,stable,0.04,1.3159317792358405,99672.0924690938
1,S0001_C000024,2010,2010,9,9,2018,90891.11825566509,stable,0.04,1.368569050405274,124390.77140142904
1,S0001_C000024,2010,2010,10,10,2019,151485.19709277526,stable,0.04,1.4233118124214852,215610.67042914385
1,S0001_C000025,2010,2012,1,3,2012,44150.148427764056,stable,0.04,1.0816000000000001,47752.80053946961
1,S0001_C000025,2010,2012,2,4,2013,220750.7421388203,stable,0.04,1.124864,248314.56280524196
1,S0001_C000025,2010,2012,3,5,2014,209713.20503187928,stable,0.04,1.1698585600000002,245334.7880515791
1,S0001_C000025,2010,2012,4,6,2015,154525.51949717422,stable,0.04,1.2166529024000003,188003.92179110486
1,S0001_C000025,2010,2012,5,7,2016,99337.83396246913,stable,0.04,1.2653190184960004,125694.05056891008
1,S0001_C000025,2010,2012,6,8,2017,77262.75974858711,stable,0.04,1.3159317792358405,101672.5209046295
1,S0001_C000025,2010,2012,7,9,2018,66225.22264164608,stable,0.04,1.368569050405274,90633.79006355543
1,S0001_C000025,2010,2012,8,10,2019,55187.68553470507,stable,0.04,1.4233118124214852,78549.28472174806
1,S0001_C000025,2010,2012,9,11,2020,66225.22264164608,stable,0.04,1.4802442849183446,98029.50733274156
1,S0001_C000025,2010,2012,10,12,2021,110375.37106941012,stable,0.04,1.5394540563150785,169917.81271008536
1,S0001_C000026,2010,2011,1,2,2011,45344.3756658056,stable,0.04,1.04,47158.15069243783
1,S0001_C000026,2010,2011,2,3,2012,226721.87832902803,stable,0.04,1.0816000000000001,245222.38360067675
1,S0001_C000026,2010,2011,3,4,2013,215385.7844125766,stable,0.04,1.124864,242279.7149974686
1,S0001_C000026,2010,2011,4,5,2014,158705.3148303196,stable,0.04,1.1698585600000002,185662.77107174438
1,S0001_C000026,2010,2011,5,6,2015,102024.8452480626,stable,0.04,1.2166529024000003,124128.82408796625
1,S0001_C000026,2010,2011,6,7,2016,79352.6574151598,stable,0.04,1.2653190184960004,100406.42659559936
1,S0001_C000026,2010,2011,7,8,2017,68016.5634987084,stable,0.04,1.3159317792358405,89505.15742236287
