simulation_id,claim_id,accident_year,frequency_scenario,tail_type,ultimate_real_severity,report_delay,report_year,structural_break_indicator
1,S0001_C000207,2014,constant,long,1936509.8847084902,0,2014,0
1,S0001_C000208,2014,constant,long,1784248.1825296183,0,2014,0
1,S0001_C000209,2014,constant,long,2227816.380430207,1,2015,0
1,S0001_C000210,2014,constant,long,1014536.9108919238,0,2014,0
1,S0001_C000211,2014,constant,long,1024844.434502856,0,2014,0
1,S0001_C000212,2014,constant,long,1273361.6353641371,0,2014,0
1,S0001_C000213,2014,constant,long,1028860.3740389273,1,2015,0
1,S0001_C000214,2014,constant,long,1066857.6495822803,1,2015,0
1,S0001_C000215,2014,constant,long,1397868.150619155,0,2014,0
1,S0001_C000216,2014,constant,long,1512429.915836712,2,2016,0
1,S0001_C000217,2014,constant,long,1319150.220907506,0,2014,0
1,S0001_C000218,2014,constant,long,1315263.2312684841,1,2015,0
1,S0001_C000219,2014,constant,long,1952868.8077938107,1,2015,0
1,S0001_C000220,2014,constant,long,1712992.7101031223,0,2014,0
1,S0001_C000221,2014,constant,long,1060762.6317339018,0,2014,0
1,S0001_C000222,2014,constant,long,3188097.517639423,0,2014,0
1,S0001_C000223,2014,constant,long,1131770.8166869727,0,2014,0
1,S0001_C000224,2014,constant,long,1002263.5123906758,4,2018,0
1,S0001_C000225,2014,constant,long,1907468.751121173,0,2014,0
1,S0001_C000226,2014,constant,long,1184754.32776484,0,2014,0
1,S0001_C000227,2014,constant,long,1327324.0249838687,3,2017,0
1,S0001_C000228,2014,constant,long,1215822.8692243001,0,2014,0
1,S0001_C000229,2014,constant,long,1729085.1434327231,3,2017,0
1,S0001_C000230,2014,constant,long,1212033.734543842,1,2015,0
1,S0001_C000231,2014,constant,long,1137324.7480653883,0,2014,0
1,S0001_C000232,2014,constant,long,2629413.9050369896,0,2014,0
1,S0001_C000233,2014,constant,long,1425665.249937543,0,2014,0
1,S0001_C000234,2014,constant,long,1786111.4284181306,0,2014,0
1,S0001_C000235,2015,constant,long,1652778.6214363514,1,2016,0
1,S0001_C000236,2015,constant,long,1326676.1173546,2,2017,0
1,S0001_C000237,2015,constant,long,1541519.0917751223,1,2016,0
1,S0001_C000238,2015,constant,long,1255284.5133594258,0,2015,0
1,S0001_C000239,2015,constant,long,1094090.3665898251,0,2015,0
1,S0001_C000240,2015,constant,long,3263176.6647352544,0,2015,0
1,S0001_C000241,2015,constant,long,1065502.0913582593,0,2015,0
1,S0001_C000242,2015,constant,long,1137628.1533810054,0,2015,0
1,S0001_C000243,2015,constant,long,1010016.0113430591,0,2015,0
1,S0001_C000244,2015,constant,long,2512317.975721295,0,2015,0
1,S0001_C000245,2015,constant,long,1768037.4896344657,0,2015,0
1,S0001_C000246,2015,constant,long,1077004.9424132141,2,2017,0
1,S0001_C000247,2015,constant,long,1665301.3071713997,1,2016,0
1,S0001_C000248,2015,constant,long,1548527.206881814,0,2015,0
1,S0001_C000249,2015,constant,long,1075972.0773670662,0,2015,0
1,S0001_C000250,2015,constant,long,1064812.730798786,3,2018,0
1,S0001_C000251,2015,constant,long,1039550.3484469681,0,2015,0
1,S0001_C000252,2015,constant,long,1047916.3109326927,3,2018,0
1,S0001_C000253,2015,constant,long,1213476.2757144677,0,2015,0
1,S0001_C000254,2015,constant,long,1035176.9005987716,2,2017,0
1,S0001_C000255,2015,constant,long,1214138.9806949333,0,2015,0
1,S0001_C000256,2015,constant,long,1173057.8736582503,0,2015,0
1,S0001_C000257,2015,constant,long,1288530.6137192405,0,2015,0
1,S0001_C000258,2015,constant,long,1044490.6359863337,1,2016,0
1,S0001_C000259,2015,constant,long,1439058.0206414412,0,2015,0
1,S0001_C000260,2015,constant,long,1303809.1181091205,0,2015,0
1,S0001_C000261,2015,constant,long,1109365.3743615276,0,2015,0
1,S0001_C000262,2015,constant,long,2879638.508103702,0,2015,0
1,S0001_C000263,2015,constant,long,1141700.4653788526,0,2015,0
1,S0001_C000264,2015,constant,long,1261935.677411567,4,2019,0
1,S0001_C000265,2015,constant,long,1185951.34895016,2,2017,0
1,S0001_C000266,2015,constant,long,1188278.8743006433,1,2016,0
1,S0001_C000267,2015,constant,long,1739040.401580549,0,2015,0
1,S0001_C000268,2015,constant,long,1165937.9188016881,1,2016,0
1,S0001_C000269,2015,constant,long,1069688.57638018,0,2015,0
1,S0001_C000270,2015,constant,long,1122825.3070827601,0,2015,0
1,S0001_C000271,2015,constant,long,5369948.391383535,0,2015,0
1,S0001_C000272,2015,constant,long,1407278.6478976824,0,2015,0
1,S0001_C000273,2015,constant,long,1302140.8822467716,0,2015,0
1,S0001_C000274,2015,constant,long,1929257.9031142353,0,2015,0
1,S0001_C000275,2015,constant,long,1165315.7678662923,0,2015,0
1,S0001_C000276,2015,constant,long,1104273.2293457787,0,2015,0
1,S0001_C000277,2015,constant,long,1061265.5330181469,2,2017,0
1,S0001_C000278,2015,constant,long,1080913.9582657253,0,2015,0
1,S0001_C000279,2015,constant,long,1161809.1192286685,1,2016,0
1,S0001_C000280,2015,constant,long,1568743.0246174675,0,2015,0
1,S0001_C000281,2015,constant,long,1744444.0746727653,1,2016,0
1,S0001_C000282,2015,constant,long,1092614.3688055482,1,2016,0
1,S0001_C000283,2015,constant,long,1086062.1055613465,2,2017,0
1,S0001_C000284,2015,constant,long,1077338.2798878262,0,2015,0
1,S0001_C000285,2015,constant,long,1630171.6555824587,3,2018,0
1,S0001_C000286,2015,constant,long,1181243.6104976255,2,2017,0
1,S0001_C000287,2015,constant,long,1104190.009308841,1,2016,0
1,S0001_C000288,2015,constant,long,2215819.573596986,1,2016,0
1,S0001_C000289,2016,constant,long,1690657.1224996059,0,2016,0
1,S0001_C000290,2016,constant,long,2056798.6310836703,0,2016,0
1,S0001_C000291,2016,constant,long,1384158.3287588381,0,2016,0
1,S0001_C000292,2016,constant,long,1199770.7628885305,0,2016,0
1,S0001_C000293,2016,constant,long,1244673.638322542,0,2016,0
1,S0001_C000294,2016,constant,long,2275286.073799312,0,2016,0
1,S0001_C000295,2016,constant,long,1321424.3362416916,0,2016,0
1,S0001_C000296,2016,constant,long,1063295.8809401921,0,2016,0
1,S0001_C000297,2016,constant,long,2120419.017725255,0,2016,0
1,S0001_C000298,2016,constant,long,1033184.147813899,3,2019,0
1,S0001_C000299,2016,constant,long,1112288.5987111493,1,2017,0
1,S0001_C000300,2016,constant,long,1917638.822983119,2,2018,0
1,S0001_C000301,2016,constant,long,1468005.5013935983,0,2016,0
1,S0001_C000302,2016,constant,long,1168597.5939464963,0,2016,0
1,S0001_C000303,2016,constant,long,1026700.843219595,0,2016,0
1,S0001_C000304,2016,constant,long,1771225.8176682903,0,2016,0
1,S0001_C000305,2016,constant,long,1207672.7219655465,2,2018,0
1,S0001_C000306,2016,constant,long,1065145.0946872903,0,2016,0
1,S0001_C000307,2016,constant,long,1182740.622235627,1,2017,0
1,S0001_C000308,2016,constant,long,1158966.3908303503,0,2016,0
1,S0001_C000309,2016,constant,long,2743017.4011506503,0,2016,0
1,S0001_C000310,2016,constant,long,2052808.82313855,2,2018,0
1,S0001_C000311,2016,constant,long,1116498.6358113945,0,2016,0
1,S0001_C000312,2016,constant,long,1165620.2771519865,0,2016,0
1,S0001_C000313,2016,constant,long,1373603.1409619378,0,2016,0
1,S0001_C000314,2016,constant,long,8470015.128231853,0,2016,0
1,S0001_C000315,2016,constant,long,1754102.3884706993,2,2018,0
1,S0001_C000316,2016,constant,long,1049301.817943957,0,2016,0
1,S0001_C000317,2016,constant,long,1006570.470019182,0,2016,0
1,S0001_C000318,2016,constant,long,1197786.6853856135,0,2016,0
1,S0001_C000319,2016,constant,long,1756466.631031399,4,2020,0
1,S0001_C000320,2016,constant,long,1085261.088897896,2,2018,0
1,S0001_C000321,2016,constant,long,1010003.5231851068,1,2017,0
1,S0001_C000322,2016,constant,long,1213996.0514523312,4,2020,0
1,S0001_C000323,2016,constant,long,1053060.9022558825,0,2016,0
1,S0001_C000324,2016,constant,long,1302370.0855354446,3,2019,0
1,S0001_C000325,2016,constant,long,6319060.691928245,0,2016,0
1,S0001_C000326,2016,constant,long,1075763.8864236306,0,2016,0
1,S0001_C000327,2016,constant,long,2508949.2770749326,0,2016,0
1,S0001_C000328,2016,constant,long,1949803.791296118,0,2016,0
1,S0001_C000329,2016,constant,long,2460907.7176146824,2,2018,0
1,S0001_C000330,2017,constant,long,1261729.304437734,0,2017,0
1,S0001_C000331,2017,constant,long,1109975.2359974217,0,2017,0
1,S0001_C000332,2017,constant,long,1040433.0561095156,0,2017,0
1,S0001_C000333,2017,constant,long,1516994.3888651042,0,2017,0
1,S0001_C000334,2017,constant,long,1330891.7041969348,0,2017,0
1,S0001_C000335,2017,constant,long,1766947.3939183513,0,2017,0
1,S0001_C000336,2017,constant,long,1468172.0370304435,1,2018,0
1,S0001_C000337,2017,constant,long,1328468.253190534,0,2017,0
1,S0001_C000338,2017,constant,long,1047243.5267936502,1,2018,0
1,S0001_C000339,2017,constant,long,1359316.1586186006,0,2017,0
1,S0001_C000340,2017,constant,long,1228061.2697090516,1,2018,0
1,S0001_C000341,2017,constant,long,1064614.343327658,3,2020,0
1,S0001_C000342,2017,constant,long,1297106.1605717433,4,2021,0
1,S0001_C000343,2017,constant,long,1122738.689447646,0,2017,0
1,S0001_C000344,2017,constant,long,1619626.9860062874,0,2017,0
1,S0001_C000345,2017,constant,long,1158035.9411876197,0,2017,0
1,S0001_C000346,2017,constant,long,6086637.039631062,0,2017,0
1,S0001_C000347,2017,constant,long,1765597.4379861692,0,2017,0
1,S0001_C000348,2017,constant,long,1707345.5166362282,1,2018,0
1,S0001_C000349,2017,constant,long,1418147.9001109637,1,2018,0
1,S0001_C000350,2017,constant,long,1099174.9563231037,1,2018,0
1,S0001_C000351,2017,constant,long,1053966.1848567757,0,2017,0
1,S0001_C000352,2017,constant,long,1437970.2069777064,1,2018,0
1,S0001_C000353,2017,constant,long,1307762.2829299797,0,2017,0
1,S0001_C000354,2017,constant,long,1512043.428615078,1,2018,0
1,S0001_C000355,2017,constant,long,1502252.7768881954,0,2017,0
1,S0001_C000356,2017,constant,long,1085322.3901283105,0,2017,0
1,S0001_C000357,2017,constant,long,2141548.7922287346,0,2017,0
1,S0001_C000358,2017,constant,long,1265043.3563880157,0,2017,0
1,S0001_C000359,2017,constant,long,2957380.5680267178,0,2017,0
1,S0001_C000360,2017,constant,long,2494442.890416848,0,2017,0
1,S0001_C000361,2017,constant,long,1069785.2635166494,2,2019,0
1,S0001_C000362,2017,constant,long,1086932.2502609745,0,2017,0
1,S0001_C000363,2017,constant,long,1080685.9842072758,0,2017,0
1,S0001_C000364,2017,constant,long,1484792.4266202543,1,2018,0
1,S0001_C000365,2017,constant,long,1156696.0934923727,1,2018,0
1,S0001_C000366,2017,constant,long,1186305.2975997573,1,2018,0
1,S0001_C000367,2017,constant,long,2012186.7477020165,1,2018,0
1,S0001_C000368,2017,constant,long,1389428.4608979796,0,2017,0
1,S0001_C000369,2017,constant,long,1915668.62151153,2,2019,0
1,S0001_C000370,2017,constant,long,5824987.932765276,1,2018,0
1,S0001_C000371,2018,constant,long,1072375.1512665818,0,2018,1
1,S0001_C000372,2018,constant,long,1704766.684597867,1,2019,1
1,S0001_C000373,2018,constant,long,4940739.041655294,3,2021,1
1,S0001_C000374,2018,constant,long,1362071.7942589878,0,2018,1
1,S0001_C000375,2018,constant,long,2096889.0106050945,0,2018,1
1,S0001_C000376,2018,constant,long,1119862.3481802617,1,2019,1
1,S0001_C000377,2018,constant,long,1093877.7288942535,3,2021,1
1,S0001_C000378,2018,constant,long,1063573.2783099795,0,2018,1
1,S0001_C000379,2018,constant,long,1242500.6832857698,0,2018,1
1,S0001_C000380,2018,constant,long,1746340.770145651,0,2018,1
1,S0001_C000381,2018,constant,long,1078476.0244212614,0,2018,1
1,S0001_C000382,2018,constant,long,2155368.1316370275,0,2018,1
1,S0001_C000383,2018,constant,long,2327271.017878105,4,2022,1
1,S0001_C000384,2018,constant,long,1132073.4232110607,4,2022,1
1,S0001_C000385,2018,constant,long,1732555.8001447585,3,2021,1
1,S0001_C000386,2018,constant,long,1764973.3235975327,0,2018,1
1,S0001_C000387,2018,constant,long,3624964.3519978286,2,2020,1
1,S0001_C000388,2018,constant,long,1133002.5872024226,0,2018,1
1,S0001_C000389,2018,constant,long,1006167.505624995,0,2018,1
1,S0001_C000390,2018,constant,long,1989449.7230138204,0,2018,1
1,S0001_C000391,2018,constant,long,1762962.2290734046,1,2019,1
1,S0001_C000392,2018,constant,long,1583903.5214204297,0,2018,1
1,S0001_C000393,2018,constant,long,1573670.1851883053,0,2018,1
1,S0001_C000394,2018,constant,long,1734760.4489223813,1,2019,1
1,S0001_C000395,2018,constant,long,2435346.360853612,1,2019,1
1,S0001_C000396,2018,constant,long,1115438.8234438412,0,2018,1
1,S0001_C000397,2018,constant,long,1061373.511750681,2,2020,1
1,S0001_C000398,2018,constant,long,1447584.2569576472,0,2018,1
1,S0001_C000399,2018,constant,long,1234602.1813230363,1,2019,1
1,S0001_C000400,2018,constant,long,1136239.7205861886,0,2018,1
1,S0001_C000401,2018,constant,long,3360418.552743937,0,2018,1
1,S0001_C000402,2018,constant,long,1983451.078690794,0,2018,1
1,S0001_C000403,2018,constant,long,1487982.1926367735,0,2018,1
1,S0001_C000404,2018,constant,long,1021169.4420284636,0,2018,1
1,S0001_C000405,2018,constant,long,1026953.1029237328,0,2018,1
1,S0001_C000406,2018,constant,long,1144482.3990175384,2,2020,1
1,S0001_C000407,2018,constant,long,1106617.5436499866,2,2020,1
1,S0001_C000408,2018,constant,long,1039564.1108156429,0,2018,1
1,S0001_C000409,2018,constant,long,1066844.8882529994,1,2019,1
1,S0001_C000410,2018,constant,long,1124503.3552306767,3,2021,1
1,S0001_C000411,2018,constant,long,4195436.558488325,2,2020,1
